,Serial Number:20440475 --,,,,,,
20440475,27/03/19 21:56,-1.59,99.95,-1.6, , , 
20440475,27/03/19 22:56,-1.63,99.93,-1.65, , , 
20440475,27/03/19 23:56,-1.72,99.53,-1.79, , , 
20440475,28/03/19 00:56,-1.72,99.51,-1.79, , , 
20440475,28/03/19 01:56,-1.76,99.48,-1.84, , , 
20440475,28/03/19 02:56,-1.8,99.9,-1.83, , , 
20440475,28/03/19 03:56,-1.72,99.51,-1.79, , , 
20440475,28/03/19 04:56,-1.76,99.53,-1.83, , , 
20440475,28/03/19 05:56,-1.8,99.13,-1.93, , , 
20440475,28/03/19 06:56,-1.85,99.08,-1.98, , , 
20440475,28/03/19 07:56,-1.85,99.08,-1.98, , , 
20440475,28/03/19 08:56,-1.76,99.11,-1.89, , , 
20440475,28/03/19 09:56,-1.76,99.48,-1.84, , , 
20440475,28/03/19 10:56,-1.85,99.08,-1.98, , , 
20440475,28/03/19 11:56,-1.76,99.16,-1.88, , , 
20440475,28/03/19 12:56,-1.63,99.56,-1.7, , , 
20440475,28/03/19 13:56,-1.59,99.98,-1.6, , , 
20440475,28/03/19 14:56,-1.5,99.98,-1.51, , , 
20440475,28/03/19 15:56,-1.42,99.98,-1.43, , , 
20440475,28/03/19 16:56,-1.38,99.98,-1.39, , , 
20440475,28/03/19 17:56,-1.38,99.98,-1.39, , , 
20440475,28/03/19 18:56,-1.33,99.98,-1.34, , , 
20440475,28/03/19 19:56,-1.33,99.98,-1.34, , , 
20440475,28/03/19 20:56,-1.33,99.98,-1.34, , , 
20440475,28/03/19 21:56,-1.33,99.98,-1.34, , , 
20440475,28/03/19 22:56,-1.38,99.98,-1.39, , , 
20440475,28/03/19 23:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 00:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 01:56,-1.29,99.98,-1.3, , , 
20440475,29/03/19 02:56,-1.29,99.98,-1.3, , , 
20440475,29/03/19 03:56,-1.29,99.98,-1.3, , , 
20440475,29/03/19 04:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 05:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 06:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 07:56,-1.38,99.98,-1.39, , , 
20440475,29/03/19 08:56,-1.38,99.98,-1.39, , , 
20440475,29/03/19 09:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 10:56,-1.33,99.98,-1.34, , , 
20440475,29/03/19 11:56,-1.29,99.98,-1.3, , , 
20440475,29/03/19 12:56,-1.25,99.98,-1.26, , , 
20440475,29/03/19 13:56,-1.2,99.98,-1.21, , , 
20440475,29/03/19 14:56,-1.12,99.98,-1.13, , , 
20440475,29/03/19 15:56,-1.12,99.98,-1.13, , , 
20440475,29/03/19 16:56,-1.03,99.98,-1.04, , , 
20440475,29/03/19 17:56,-1.03,99.98,-1.04, , , 
20440475,29/03/19 18:56,-0.99,99.98,-1, , , 
20440475,29/03/19 19:56,-0.99,99.98,-1, , , 
20440475,29/03/19 20:56,-1.03,99.98,-1.04, , , 
20440475,29/03/19 21:56,-1.03,99.98,-1.04, , , 
20440475,29/03/19 22:56,-0.99,99.98,-1, , , 
20440475,29/03/19 23:56,-0.99,99.98,-1, , , 
20440475,30/03/19 00:56,-0.99,99.98,-1, , , 
20440475,30/03/19 01:56,-1.03,99.98,-1.04, , , 
20440475,30/03/19 02:56,-1.03,99.69,-1.08, , , 
20440475,30/03/19 03:56,-1.08,98.98,-1.22, , , 
20440475,30/03/19 04:56,-1.03,97.11,-1.44, , , 
20440475,30/03/19 05:56,-1.12,98.98,-1.27, , , 
20440475,30/03/19 06:56,-1.16,99.98,-1.17, , , 
20440475,30/03/19 07:56,-1.16,99.98,-1.17, , , 
20440475,30/03/19 08:56,-1.12,98.98,-1.27, , , 
20440475,30/03/19 09:56,-1.16,99.32,-1.26, , , 
20440475,30/03/19 10:56,-1.12,99.98,-1.13, , , 
20440475,30/03/19 11:56,-1.08,99.98,-1.08, , , 
20440475,30/03/19 12:56,-1.03,99.98,-1.04, , , 
20440475,30/03/19 13:56,-0.99,99.98,-1, , , 
20440475,30/03/19 14:56,-0.99,99.98,-1, , , 
20440475,30/03/19 15:56,-0.99,99.98,-1, , , 
20440475,30/03/19 16:56,-0.95,99.98,-0.96, , , 
20440475,30/03/19 17:56,-0.9,99.98,-0.91, , , 
20440475,30/03/19 18:56,-0.9,99.98,-0.91, , , 
20440475,30/03/19 19:56,-0.9,99.98,-0.91, , , 
20440475,30/03/19 20:56,-0.86,99.98,-0.87, , , 
20440475,30/03/19 21:56,-0.9,99.98,-0.91, , , 
20440475,30/03/19 22:56,-0.95,99.98,-0.96, , , 
20440475,30/03/19 23:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 00:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 01:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 02:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 03:56,-0.95,99.98,-0.96, , , 
20440475,31/03/19 04:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 05:56,-0.99,99.98,-1, , , 
20440475,31/03/19 06:56,-0.95,99.98,-0.96, , , 
20440475,31/03/19 07:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 08:56,-0.86,99.98,-0.87, , , 
20440475,31/03/19 09:56,-0.86,99.98,-0.87, , , 
20440475,31/03/19 10:56,-0.86,99.98,-0.87, , , 
20440475,31/03/19 11:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 12:56,-0.86,99.98,-0.87, , , 
20440475,31/03/19 13:56,-0.9,99.98,-0.91, , , 
20440475,31/03/19 14:56,-0.86,99.98,-0.87, , , 
20440475,31/03/19 15:56,-0.82,99.98,-0.83, , , 
20440475,31/03/19 16:56,-0.77,99.98,-0.78, , , 
20440475,31/03/19 17:56,-0.77,99.98,-0.78, , , 
20440475,31/03/19 18:56,-0.73,99.98,-0.74, , , 
20440475,31/03/19 19:56,-0.77,99.98,-0.78, , , 
20440475,31/03/19 20:56,-0.73,99.98,-0.74, , , 
20440475,31/03/19 21:56,-0.73,99.98,-0.74, , , 
20440475,31/03/19 22:56,-0.73,99.98,-0.74, , , 
20440475,31/03/19 23:56,-0.73,99.98,-0.74, , , 
20440475,01/04/19 00:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 01:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 02:56,-0.77,99.98,-0.78, , , 
20440475,01/04/19 03:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 04:56,-0.73,99.98,-0.74, , , 
20440475,01/04/19 05:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 06:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 07:56,-0.73,99.98,-0.74, , , 
20440475,01/04/19 08:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 09:56,-0.73,99.98,-0.74, , , 
20440475,01/04/19 10:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 11:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 12:56,-0.65,99.98,-0.65, , , 
20440475,01/04/19 13:56,-0.69,99.98,-0.7, , , 
20440475,01/04/19 14:56,-0.65,99.98,-0.65, , , 
20440475,01/04/19 15:56,-0.65,99.98,-0.65, , , 
20440475,01/04/19 16:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 17:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 18:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 19:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 20:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 21:56,-0.56,99.98,-0.57, , , 
20440475,01/04/19 22:56,-0.6,99.98,-0.61, , , 
20440475,01/04/19 23:56,-0.6,99.98,-0.61, , , 
20440475,02/04/19 00:56,-0.6,99.98,-0.61, , , 
20440475,02/04/19 01:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 02:56,-0.6,99.98,-0.61, , , 
20440475,02/04/19 03:56,-0.6,99.98,-0.61, , , 
20440475,02/04/19 04:56,-0.6,99.98,-0.61, , , 
20440475,02/04/19 05:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 06:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 07:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 08:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 09:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 10:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 11:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 12:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 13:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 14:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 15:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 16:56,-0.56,99.98,-0.57, , , 
20440475,02/04/19 17:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 18:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 19:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 20:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 21:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 22:56,-0.52,99.98,-0.53, , , 
20440475,02/04/19 23:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 00:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 01:56,-0.56,99.98,-0.57, , , 
20440475,03/04/19 02:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 03:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 04:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 05:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 06:56,-0.56,99.98,-0.57, , , 
20440475,03/04/19 07:56,-0.56,99.98,-0.57, , , 
20440475,03/04/19 08:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 09:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 10:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 11:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 12:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 13:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 14:56,-0.47,99.98,-0.48, , , 
20440475,03/04/19 15:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 16:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 17:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 18:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 19:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 20:56,-0.56,99.98,-0.57, , , 
20440475,03/04/19 21:56,-0.52,99.98,-0.53, , , 
20440475,03/04/19 22:56,-0.47,99.98,-0.48, , , 
20440475,03/04/19 23:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 00:56,-0.56,99.98,-0.57, , , 
20440475,04/04/19 01:56,-0.52,99.98,-0.53, , , 
20440475,04/04/19 02:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 03:56,-0.52,99.98,-0.53, , , 
20440475,04/04/19 04:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 05:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 06:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 07:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 08:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 09:56,-0.47,99.98,-0.48, , , 
20440475,04/04/19 10:56,-0.39,99.98,-0.4, , , 
20440475,04/04/19 11:56,-0.43,99.98,-0.44, , , 
20440475,04/04/19 12:56,-0.43,99.98,-0.44, , , 
20440475,04/04/19 13:56,-0.39,99.98,-0.4, , , 
20440475,04/04/19 14:56,-0.43,99.98,-0.44, , , 
20440475,04/04/19 15:56,-0.39,99.98,-0.4, , , 
20440475,04/04/19 16:56,-0.39,99.98,-0.4, , , 
20440475,04/04/19 17:56,-0.39,99.98,-0.4, , , 
20440475,04/04/19 18:56,-0.3,99.98,-0.31, , , 
20440475,04/04/19 19:56,-0.35,99.98,-0.35, , , 
20440475,04/04/19 20:56,-0.35,99.98,-0.35, , , 
20440475,04/04/19 21:56,-0.35,99.98,-0.35, , , 
20440475,04/04/19 22:56,-0.35,99.98,-0.35, , , 
20440475,04/04/19 23:56,-0.35,99.98,-0.35, , , 
20440475,05/04/19 00:56,-0.3,99.98,-0.31, , , 
20440475,05/04/19 01:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 02:56,-0.35,99.98,-0.35, , , 
20440475,05/04/19 03:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 04:56,-0.35,99.98,-0.35, , , 
20440475,05/04/19 05:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 06:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 07:56,-0.35,99.98,-0.35, , , 
20440475,05/04/19 08:56,-0.35,99.98,-0.35, , , 
20440475,05/04/19 09:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 10:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 11:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 12:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 13:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 14:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 15:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 16:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 17:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 18:56,-0.47,99.98,-0.48, , , 
20440475,05/04/19 19:56,-0.47,99.98,-0.48, , , 
20440475,05/04/19 20:56,-0.39,99.98,-0.4, , , 
20440475,05/04/19 21:56,-0.43,99.98,-0.44, , , 
20440475,05/04/19 22:56,-0.47,99.98,-0.48, , , 
20440475,05/04/19 23:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 00:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 01:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 02:56,-0.39,99.98,-0.4, , , 
20440475,06/04/19 03:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 04:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 05:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 06:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 07:56,-0.52,99.98,-0.53, , , 
20440475,06/04/19 08:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 09:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 10:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 11:56,-0.39,99.98,-0.4, , , 
20440475,06/04/19 12:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 13:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 14:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 15:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 16:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 17:56,-0.39,99.98,-0.4, , , 
20440475,06/04/19 18:56,-0.47,99.98,-0.48, , , 
20440475,06/04/19 19:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 20:56,-0.39,99.98,-0.4, , , 
20440475,06/04/19 21:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 22:56,-0.43,99.98,-0.44, , , 
20440475,06/04/19 23:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 00:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 01:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 02:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 03:56,-0.52,99.98,-0.53, , , 
20440475,07/04/19 04:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 05:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 06:56,-0.52,99.98,-0.53, , , 
20440475,07/04/19 07:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 08:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 09:56,-0.52,99.98,-0.53, , , 
20440475,07/04/19 10:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 11:56,-0.47,99.98,-0.48, , , 
20440475,07/04/19 12:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 13:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 14:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 15:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 16:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 17:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 18:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 19:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 20:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 21:56,-0.43,99.98,-0.44, , , 
20440475,07/04/19 22:56,-0.39,99.98,-0.4, , , 
20440475,07/04/19 23:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 00:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 01:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 02:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 03:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 04:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 05:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 06:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 07:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 08:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 09:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 10:56,-0.3,99.98,-0.31, , , 
20440475,08/04/19 11:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 12:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 13:56,-0.39,99.98,-0.4, , , 
20440475,08/04/19 14:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 15:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 16:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 17:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 18:56,-0.35,99.98,-0.35, , , 
20440475,08/04/19 19:56,-0.3,99.98,-0.31, , , 
20440475,08/04/19 20:56,-0.3,99.98,-0.31, , , 
20440475,08/04/19 21:56,-0.3,99.98,-0.31, , , 
20440475,08/04/19 22:56,-0.26,99.98,-0.27, , , 
20440475,08/04/19 23:56,-0.35,99.98,-0.35, , , 
20440475,09/04/19 00:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 01:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 02:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 03:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 04:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 05:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 06:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 07:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 08:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 09:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 10:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 11:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 12:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 13:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 14:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 15:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 16:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 17:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 18:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 19:56,-0.3,99.98,-0.31, , , 
20440475,09/04/19 20:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 21:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 22:56,-0.26,99.98,-0.27, , , 
20440475,09/04/19 23:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 00:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 01:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 02:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 03:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 04:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 05:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 06:56,-0.3,99.98,-0.31, , , 
20440475,10/04/19 07:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 08:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 09:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 10:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 11:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 12:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 13:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 14:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 15:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 16:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 17:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 18:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 19:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 20:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 21:56,-0.26,99.98,-0.27, , , 
20440475,10/04/19 22:56,-0.22,99.98,-0.23, , , 
20440475,10/04/19 23:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 00:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 01:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 02:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 03:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 04:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 05:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 06:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 07:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 08:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 09:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 10:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 11:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 12:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 13:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 14:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 15:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 16:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 17:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 18:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 19:56,-0.26,99.98,-0.27, , , 
20440475,11/04/19 20:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 21:56,-0.3,99.98,-0.31, , , 
20440475,11/04/19 22:56,-0.35,99.98,-0.35, , , 
20440475,11/04/19 23:56,-0.26,99.98,-0.27, , , 
20440475,12/04/19 00:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 01:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 02:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 03:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 04:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 05:56,-0.39,99.98,-0.4, , , 
20440475,12/04/19 06:56,-0.39,99.98,-0.4, , , 
20440475,12/04/19 07:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 08:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 09:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 10:56,-0.39,99.98,-0.4, , , 
20440475,12/04/19 11:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 12:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 13:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 14:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 15:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 16:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 17:56,-0.26,99.98,-0.27, , , 
20440475,12/04/19 18:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 19:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 20:56,-0.3,99.98,-0.31, , , 
20440475,12/04/19 21:56,-0.39,99.98,-0.4, , , 
20440475,12/04/19 22:56,-0.35,99.98,-0.35, , , 
20440475,12/04/19 23:56,-0.43,99.98,-0.44, , , 
20440475,13/04/19 00:56,-0.43,99.98,-0.44, , , 
20440475,13/04/19 01:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 02:56,-0.43,99.98,-0.44, , , 
20440475,13/04/19 03:56,-0.43,99.98,-0.44, , , 
20440475,13/04/19 04:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 05:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 06:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 07:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 08:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 09:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 10:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 11:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 12:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 13:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 14:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 15:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 16:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 17:56,-0.47,99.98,-0.48, , , 
20440475,13/04/19 18:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 19:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 20:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 21:56,-0.52,99.98,-0.53, , , 
20440475,13/04/19 22:56,-0.6,99.98,-0.61, , , 
20440475,13/04/19 23:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 00:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 01:56,-0.56,99.98,-0.57, , , 
20440475,14/04/19 02:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 03:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 04:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 05:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 06:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 07:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 08:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 09:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 10:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 11:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 12:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 13:56,-0.65,99.98,-0.65, , , 
20440475,14/04/19 14:56,-0.65,99.98,-0.65, , , 
20440475,14/04/19 15:56,-0.65,99.98,-0.65, , , 
20440475,14/04/19 16:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 17:56,-0.56,99.98,-0.57, , , 
20440475,14/04/19 18:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 19:56,-0.6,99.98,-0.61, , , 
20440475,14/04/19 20:56,-0.65,99.98,-0.65, , , 
20440475,14/04/19 21:56,-0.69,99.98,-0.7, , , 
20440475,14/04/19 22:56,-0.65,99.98,-0.65, , , 
20440475,14/04/19 23:56,-0.6,99.98,-0.61, , , 
20440475,15/04/19 00:56,-0.69,99.98,-0.7, , , 
20440475,15/04/19 01:56,-0.6,99.98,-0.61, , , 
